ORD.,SIGA,GRUPO,GRUPO MATERIAL/SERVIÇO,CLASSE,CLASSE MATERIAL/SERVIÇO,"Nº TOMBO
ANTERIOR",ORIGEM anterior,"Nº TOMBO
ATUAL",ORIGEM ATUAL,NED,NF,VALOR,DESCRIÇÃO DO MATERIAL ( SISTEMA),DESCRIÇÃO RESUMIDA,QUANTIDADE,SITUAÇÃO,GALPÃO,ESTOQUE,SAÍDA,SALDO
956,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49900,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,1,,
957,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49901,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,1,,
958,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49902,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,1,,
959,214159,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49835,STDS,,,3042,000.000.022,"R$ 390,00","ARMARIO, CHAPA ACO, 02 PORTAS, 04 PRATELEIRAS, FECHADURA 02 CHAVES, EMBALAGEM 1.0 UNIDADE",ARMÁRIO DE AÇO 2 PORTAS,1,BOM,SEAS,,,
960,214159,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49836,STDS,,,3042,000.000.022,"R$ 390,00","ARMARIO, CHAPA ACO, 02 PORTAS, 04 PRATELEIRAS, FECHADURA 02 CHAVES, EMBALAGEM 1.0 UNIDADE",ARMÁRIO DE AÇO 2 PORTAS,1,BOM,SEAS,,,
961,214159,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49837,STDS,,,3042,000.000.022,"R$ 390,00","ARMARIO, CHAPA ACO, 02 PORTAS, 04 PRATELEIRAS, FECHADURA 02 CHAVES, EMBALAGEM 1.0 UNIDADE",ARMÁRIO DE AÇO 2 PORTAS,1,BOM,SEAS,,,
962,214159,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49838,STDS,,,3042,000.000.022,"R$ 390,00","ARMARIO, CHAPA ACO, 02 PORTAS, 04 PRATELEIRAS, FECHADURA 02 CHAVES, EMBALAGEM 1.0 UNIDADE",ARMÁRIO DE AÇO 2 PORTAS,1,BOM,SEAS,,,
963,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50183,STDS,,,3042,000.000.021,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
964,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50184,STDS,,,3042,000.000.021,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
965,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50185,STDS,,,3042,000.000.021,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
966,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50186,STDS,,,3044,000.000.022,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
967,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50187,STDS,,,3044,000.000.022,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
968,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50188,STDS,,,3044,000.000.022,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
969,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50189,STDS,,,3044,000.000.022,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
970,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50190,STDS,,,3044,000.000.022,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
971,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50191,STDS,,,3044,000.000.022,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
972,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50192,STDS,,,3044,000.000.022,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
973,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
974,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
975,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
976,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
977,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
978,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.022,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
979,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.022,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
980,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.022,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
981,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.022,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
982,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.022,"R$ 3.500,00","SENDO 1(UM) SOFÁ DE 2(DOIS) LUGARES, 2(DOIS) POLTRONAS DE 1(UM) LUGAR E 1(UMA) MESINHA DE CENTRO. CONFECCIONADOS ARTESANALMENTE EM VIME, ACABAMENTO EM VERNIZ NATURAL, ALMOFADAS REVESTIDAS DE TECIDOS ESTAMPADOS IMPERMEÁVEIS. MEDINDO O SOFÁ DE 2 LUGARES NO MÍNIMO: 1,20CM X 0,78 CM X 0,75CM, E A POLTRONA MEDINDO NO NO MÍNIMO: 0,65 CM X 0,78 CM X 0,75CM . MESINHA MEDINDO NO MÍNIMO 40CM X 30CM. (A X L X P).",JOGO DE SOFA,1,BOM,SEAS,,,
983,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,BOM,SEAS,,,
984,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,BOM,SEAS,,,
985,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,BOM,SEAS,,,
986,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,BOM,SEAS,,,
987,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,BOM,SEAS,,,
988,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,BOM,SEAS,,,
989,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,,,,,
990,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,,,,,
991,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,,,,,
992,FALTA,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,STDS,,,,000.000.021,"R$ 2.460,00","DESCRIÇÃO: CONJUNTO COM MESA E 4 CADEIRAS, MATERIAL DA ESTRUTURA: MADEIRA MACIÇA, MATERIAL DO TAMPO: VIDRO TEMPERADO, NÚMERO DE LUGARES: 4, ACOMPANHA 4 CADEIRAS REVESTIMENTO/TECIDO ESTAMPADO, DENSIDADE D-28; TIPO DE ASSENTO: FIXO; PESO MÁXIMO SUPORTADO: CADEIRA 100 KG MESA 25 KG. MEDIDAS NO MÍNIMO: MESA 72 X 100 X 100 CM;(A X L X P) CADEIRA 78 X 60 X 56 CM; (A X L X P). ",CONJ MESA COM 4 CADEIRAS,1,,,,,
993,100498,71,MOBILIÁRIOS EM GERAL,5, MOBILIÁRIO DE ESCRITÓRIO ,SEM TOMBO,,,,,000.000.022,"R$ 310,00","MESA, TIPO BIRO EM , ESCRITÓRIO, 03 GAVETAS",MESA DE AÇO 3 GAVETAS BIRÔ,15,BOM,SEAS,15,,
994,FALTA,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,50179,STDS,,,3042,000.000.021,"R$ 600,00","COM PÉS NIVELADORES. UMA PRATELEIRA REGULÁVEL. BALCÃO BAIXO, COM ESTRUTURA EM AÇO REFORÇADO, COM TRATAMENTO ANTIFERRUGINOSO, ELETROSTÁTICA A PÓ OU ESMALTADA, NA COR CINZA, DIMENSÕES MINÍMAS DO BALCÃO: ALTURA:  930MM; LARGURA: 885MM; PROFUNDIDADE: 400MM;  CAPACIDADE MÍNIMA POR PRATELEIRA: 20KG",BALCÃO DE AÇO 2 PORTAS E 2 GAVETAS,1,BOM,SEAS,,,
